sda             76,00    0,00  20240,00      0,00     0,00     0,00   0,00   0,00    4,11    0,00   0,31   266,32     0,00   2,89  22,00
sda             76,00    0,00  20240,00      0,00     0,00     0,00   0,00   0,00    4,37    0,00   0,33   266,32     0,00   2,95  22,40
sda             73,00    2,00  19816,00     20,00     1,00     3,00   1,35  60,00    4,99   14,00   0,39   271,45    10,00   3,79  28,40
sda             73,00    0,00  19544,00      0,00     0,00     0,00   0,00   0,00    4,77    0,00   0,35   267,73     0,00   3,34  24,40
sda             79,00    0,00  20932,00      0,00     0,00     0,00   0,00   0,00    3,65    0,00   0,29   264,96     0,00   2,78  22,00
sda             76,00    0,00  20240,00      0,00     0,00     0,00   0,00   0,00    3,95    0,00   0,30   266,32     0,00   2,89  22,00
sda             76,00    0,00  20248,00      0,00     0,00     0,00   0,00   0,00    3,84    0,00   0,29   266,42     0,00   2,89  22,00
sda             72,00    2,00  19544,00     20,00     1,00     3,00   1,37  60,00    5,33   28,00   0,44   271,44    10,00   3,95  29,20
sda             76,00    0,00  20240,00      0,00     0,00     0,00   0,00   0,00    4,63    0,00   0,35   266,32     0,00   3,37  25,60
sda             45,00   32,00  11904,00  24620,00     0,00     4,00   0,00  11,11   23,47  195,38   7,31   264,53   769,38   7,74  59,60
sda             58,00   16,00  14536,00  13460,00     0,00    14,00   0,00  46,67   20,14   90,75  14,72   250,62   841,25   6,65  49,20
sda             23,00   40,00   6436,00  41212,00     0,00     0,00   0,00   0,00   70,96  624,00 148,46   279,83  1030,30  15,87 100,00
sda             17,00   47,00   4332,00  47872,00     0,00     0,00   0,00   0,00   90,35 1552,60 145,85   254,82  1018,55  15,62 100,00
sda             24,00   42,00   6176,00  43268,00     0,00     0,00   0,00   0,00   76,33 2583,05 143,29   257,33  1030,19  15,15 100,00
sda             23,00   44,00   6320,00  45056,00     0,00     0,00   0,00   0,00   67,30 3270,27 143,06   274,78  1024,00  14,93 100,00
sda             22,00   45,00   5596,00  45824,00     0,00     0,00   0,00   0,00   73,64 3296,09 145,51   254,36  1018,31  14,93 100,00
sda             24,00   41,00   6132,00  42240,00     0,00     0,00   0,00   0,00   67,17 3155,71 146,08   255,50  1030,24  15,38 100,00
sda             24,00   44,00   6672,00  44796,00     0,00     0,00   0,00   0,00   60,17 3292,36 145,14   278,00  1018,09  14,71 100,00
sda             25,00   42,00   6136,00  43268,00     0,00     0,00   0,00   0,00   65,76 3295,43 147,82   245,44  1030,19  14,93 100,00
sda             22,00   45,00   6240,00  45824,00     0,00     0,00   0,00   0,00   72,00 3383,20 144,73   283,64  1018,31  14,93 100,00
sda             25,00   42,00   6260,00  43008,00     0,00     0,00   0,00   0,00   64,16 3299,43 146,16   250,40  1024,00  14,93 100,00
sda             23,00   46,00   6152,00  47104,00     0,00     0,00   0,00   0,00   72,70 3258,78 145,81   267,48  1024,00  14,49 100,00
sda             24,00   43,00   6176,00  43264,00     0,00     0,00   0,00   0,00   68,17 3288,47 132,73   257,33  1006,14  14,93 100,00
sda             21,00   46,00   5540,00  47104,00     0,00     0,00   0,00   0,00   73,33 3155,48  98,20   263,81  1024,00  14,93 100,00
sda             22,00   45,00   6232,00  45824,00     0,00     0,00   0,00   0,00   74,91 3251,82  55,12   283,27  1018,31  14,93 100,00
sda             33,00   32,00   6816,00  29756,00     3,00    11,00   8,33  25,58  507,15 2773,88  12,93   206,55   929,88  15,38 100,00
sda            143,00    0,00  16144,00      0,00    61,00     0,00  29,90   0,00   10,91    0,00   1,50   112,90     0,00   4,95  70,80
sda             76,00    0,00  20240,00      0,00     0,00     0,00   0,00   0,00    4,37    0,00   0,33   266,32     0,00   3,05  23,20
sda             76,00    0,00  20240,00      0,00     0,00     0,00   0,00   0,00    4,00    0,00   0,30   266,32     0,00   2,89  22,00
sda             78,00    0,00  20892,00      0,00     0,00     0,00   0,00   0,00    4,15    0,00   0,32   267,85     0,00   3,38  26,40
sda             71,00    2,00  19156,00     32,00     1,00     6,00   1,39  75,00    4,85   12,00   0,38   269,80    16,00   3,51  25,60
sda             73,00    0,00  19552,00      0,00     0,00     0,00   0,00   0,00    5,32    0,00   0,38   267,84     0,00   3,73  27,20
sda             76,00    0,00  20240,00      0,00     0,00     0,00   0,00   0,00    4,47    0,00   0,34   266,32     0,00   3,26  24,80
sda             76,00    0,00  20248,00      0,00     0,00     0,00   0,00   0,00    4,58    0,00   0,35   266,42     0,00   3,21  24,40
sda             74,00    0,00  19324,00      0,00     1,00     0,00   1,33   0,00    5,08    0,00   0,42   261,14     0,00   3,78  28,00
sda             62,00    3,00  14516,00     72,00     3,00    15,00   4,62  83,33   14,19   44,00   0,97   234,13    24,00   8,06  52,40
sda             76,00    0,00  20244,00      0,00     0,00     0,00   0,00   0,00    4,84    0,00   0,37   266,37     0,00   3,42  26,00
sda             76,00    0,00  20240,00      0,00     0,00     0,00   0,00   0,00    4,58    0,00   0,35   266,32     0,00   3,11  23,60
sda             74,00    0,00  19756,00      0,00     0,00     0,00   0,00   0,00    5,14    0,00   0,38   266,97     0,00   3,46  25,60
sda             76,00    0,00  20244,00      0,00     0,00     0,00   0,00   0,00    4,53    0,00   0,34   266,37     0,00   3,16  24,00
sda             75,00    2,00  20244,00     20,00     1,00     3,00   1,32  60,00    4,75   12,00   0,38   269,92    10,00   3,79  29,20
sda             76,00    0,00  20248,00      0,00     0,00     0,00   0,00   0,00    4,79    0,00   0,36   266,42     0,00   3,47  26,40
sda             74,00   45,00  19840,00    364,00     0,00     2,00   0,00   4,26    4,49   13,16   0,94   268,11     8,09   2,08  24,80
sda             67,00    0,00  17740,00      0,00     0,00     0,00   0,00   0,00    8,48    0,00   0,55   264,78     0,00   4,90  32,80
sda             73,00    0,00  19728,00      0,00     0,00     0,00   0,00   0,00    4,99    0,00   0,36   270,25     0,00   3,23  23,60
sda             70,00    2,00  18580,00     32,00     1,00     6,00   1,41  75,00    5,20   32,00   0,43   265,43    16,00   4,11  29,60
sda             74,00    0,00  19856,00      0,00     0,00     0,00   0,00   0,00    4,43    0,00   0,33   268,32     0,00   3,14  23,20
sda             75,00    0,00  20040,00      0,00     0,00     0,00   0,00   0,00    4,32    0,00   0,33   267,20     0,00   3,09  23,20
sda             77,00    0,00  20456,00      0,00     0,00     0,00   0,00   0,00    4,78    0,00   0,36   265,66     0,00   3,27  25,20
sda             74,00    0,00  19500,00      0,00     0,00     0,00   0,00   0,00    4,59    0,00   0,34   263,51     0,00   3,14  23,20
sda             73,00    2,00  19592,00     20,00     1,00     3,00   1,35  60,00    5,42   14,00   0,42   268,38    10,00   3,89  29,20
sda             76,00    0,00  20240,00      0,00     0,00     0,00   0,00   0,00    4,42    0,00   0,34   266,32     0,00   3,05  23,20
sda             76,00    0,00  20240,00      0,00     0,00     0,00   0,00   0,00    4,63    0,00   0,35   266,32     0,00   3,26  24,80
sda             22,00   44,00   6244,00  44296,00     1,00     1,00   4,35   2,22   69,27  325,18  80,37   283,82  1006,73  12,61  83,20
sda             24,00   45,00   6132,00  45824,00     0,00     0,00   0,00   0,00   60,33 1318,04 146,66   255,50  1018,31  14,49 100,00
sda             22,00   41,00   5532,00  42240,00     0,00     0,00   0,00   0,00   77,64 1912,20 142,85   251,45  1030,24  15,87 100,00
sda             16,00   48,00   4124,00  47920,00     0,00    11,00   0,00  18,64   77,00 2576,25 141,77   257,75   998,33  15,69 100,40
sda             21,78   45,54   5481,19  37817,82     0,00     4,95   0,00   9,80   77,45 2753,13 142,10   251,64   830,35  14,71  99,01
sda             23,00   40,00   6364,00  40960,00     0,00     0,00   0,00   0,00   71,13 3384,10 147,08   276,70  1024,00  15,87 100,00
sda             25,00   43,00   6388,00  43776,00     0,00     0,00   0,00   0,00   64,16 3428,56 144,50   255,52  1018,05  14,71 100,00
sda             24,00   44,00   6420,00  40212,00     0,00     0,00   0,00   0,00   64,17 3437,64 143,46   267,50   913,91  14,71 100,00
sda             22,00   47,00   5908,00  47872,00     0,00     0,00   0,00   0,00   76,55 3299,40 146,39   268,55  1018,55  14,49 100,00
sda             22,00   46,00   5732,00  47104,00     0,00     0,00   0,00   0,00   67,09 3284,87 143,85   260,55  1024,00  14,71 100,00
sda             22,00   41,00   5796,00  42240,00     0,00     0,00   0,00   0,00   75,09 3113,46 140,98   263,45  1030,24  15,87 100,00
sda             25,00   44,00   6260,00  45056,00     0,00     0,00   0,00   0,00   66,72 3234,09 106,16   250,40  1024,00  14,49 100,00
sda             21,00   46,00   5492,00  47104,00     0,00     0,00   0,00   0,00   74,29 3243,04  59,93   261,52  1024,00  14,93 100,00
sda             23,00   40,00   6832,00  37680,00     2,00     9,00   8,00  18,37   67,30 3043,10  17,91   297,04   942,00  15,62  98,40
sda             76,00    0,00  20232,00      0,00     0,00     0,00   0,00   0,00    5,68    0,00   0,40   266,21     0,00   3,58  27,20
sda             76,00    0,00  20240,00      0,00     0,00     0,00   0,00   0,00    4,79    0,00   0,36   266,32     0,00   3,32  25,20
sda             76,00    0,00  20248,00      0,00     0,00     0,00   0,00   0,00    4,16    0,00   0,32   266,42     0,00   2,95  22,40
sda             74,00    0,00  19864,00      0,00     0,00     0,00   0,00   0,00    4,43    0,00   0,33   268,43     0,00   3,14  23,20
sda             75,00    1,00  19516,00     16,00     1,00     3,00   1,32  75,00    4,91    0,00   0,38   260,21    16,00   3,26  24,80
sda             72,00    1,00  19396,00      4,00     0,00     0,00   0,00   0,00    5,11   64,00   0,43   269,39     4,00   3,73  27,20
sda             75,00    1,00  19988,00    124,00     0,00     2,00   0,00  66,67    4,27    0,00   0,31   266,51   124,00   2,95  22,40
sda             73,00    0,00  19548,00      0,00     0,00     0,00   0,00   0,00    4,55    0,00   0,33   267,78     0,00   3,18  23,20
sda             76,00    0,00  20244,00      0,00     0,00     0,00   0,00   0,00    4,58    0,00   0,35   266,37     0,00   3,16  24,00
sda             76,00    0,00  20240,00      0,00     0,00     0,00   0,00   0,00    4,53    0,00   0,34   266,32     0,00   3,05  23,20
sda             73,00    2,00  19860,00     28,00     1,00     5,00   1,35  71,43    4,88   18,00   0,39   272,05    14,00   3,68  27,60
sda             76,00    0,00  20236,00      0,00     0,00     0,00   0,00   0,00    4,42    0,00   0,34   266,26     0,00   3,26  24,80
sda             76,00    0,00  20244,00      0,00     0,00     0,00   0,00   0,00    4,68    0,00   0,36   266,37     0,00   3,26  24,80
sda             74,00    0,00  19708,00      0,00     0,00     0,00   0,00   0,00    4,92    0,00   0,36   266,32     0,00   3,19  23,60
sda             76,00    0,00  20232,00      0,00     0,00     0,00   0,00   0,00    4,37    0,00   0,33   266,21     0,00   3,26  24,80
sda             73,00    2,00  19480,00     20,00     1,00     3,00   1,35  60,00    5,81   30,00   0,48   266,85    10,00   4,11  30,80
sda             76,00    0,00  20240,00      0,00     0,00     0,00   0,00   0,00    4,84    0,00   0,37   266,32     0,00   3,26  24,80
sda             76,00    2,00  20240,00      8,00     0,00     0,00   0,00   0,00    4,32    0,00   0,33   266,32     4,00   3,08  24,00
sda             76,00    0,00  20244,00      0,00     0,00     0,00   0,00   0,00    4,53    0,00   0,34   266,37     0,00   3,21  24,40
sda             76,00    0,00  20240,00      0,00     0,00     0,00   0,00   0,00    4,58    0,00   0,35   266,32     0,00   3,37  25,60
sda             71,00    2,00  19368,00     32,00     1,00     6,00   1,39  75,00    5,63   34,00   0,47   272,79    16,00   4,05  29,60
sda             75,00    0,00  20040,00      0,00     0,00     0,00   0,00   0,00    4,27    0,00   0,32   267,20     0,00   2,83  21,20
sda             76,00    0,00  20240,00      0,00     0,00     0,00   0,00   0,00    4,37    0,00   0,33   266,32     0,00   3,11  23,60
sda             77,00    0,00  20444,00      0,00     0,00     0,00   0,00   0,00    4,00    0,00   0,31   265,51     0,00   3,01  23,20
sda             76,00    0,00  20240,00      0,00     0,00     0,00   0,00   0,00    4,84    0,00   0,37   266,32     0,00   3,26  24,80
sda             71,00    2,00  18864,00     20,00     1,00     3,00   1,39  60,00    5,35   14,00   0,41   265,69    10,00   3,73  27,20
sda             74,00    0,00  19808,00      0,00     0,00     0,00   0,00   0,00    4,38    0,00   0,32   267,68     0,00   3,14  23,20
sda             31,00   38,00   8496,00  38912,00     1,00     0,00   3,12   0,00    5,68  280,63  57,04   274,06  1024,00  10,03  69,20
sda             23,00   40,00   5996,00  40960,00     0,00     0,00   0,00   0,00  112,52 1080,20 144,81   260,70  1024,00  15,87 100,00
sda             25,00   45,00   6192,00  46336,00     0,00     0,00   0,00   0,00   74,40 1995,73 140,31   247,68  1029,69  14,29 100,00
sda              8,00   61,00   2248,00  56132,00     0,00    11,00   0,00  15,28  103,50 2221,25 143,70   281,00   920,20  14,49 100,00
sda             22,00   41,00   6236,00  42240,00     0,00     0,00   0,00   0,00   70,36 3086,93 143,32   283,45  1030,24  15,87 100,00
sda             24,00   42,00   5832,00  43008,00     0,00     0,00   0,00   0,00   66,17 3010,00 147,49   243,00  1024,00  15,15 100,00
sda             25,00   43,00   6592,00  43012,00     0,00     0,00   0,00   0,00   67,52 3194,33 143,96   263,68  1000,28  14,71 100,00
sda             25,00   46,00   6644,00  45056,00     0,00     0,00   0,00   0,00   58,08 3353,91 144,57   265,76   979,48  14,08 100,00
sda             22,00   46,00   5836,00  47104,00     0,00     0,00   0,00   0,00   83,45 3226,61 146,78   265,27  1024,00  14,71 100,00
sda             24,00   45,00   6232,00  45824,00     0,00     0,00   0,00   0,00   60,00 3219,47 142,13   259,67  1018,31  14,49 100,00
sda             23,00   42,00   5928,00  43008,00     0,00     1,00   0,00   2,33   68,00 3149,14 142,92   257,74  1024,00  15,38 100,00
sda             23,00   40,00   6444,00  40960,00     0,00     0,00   0,00   0,00   69,74 3247,80 116,06   280,17  1024,00  15,87 100,00
sda             26,00   44,00   7100,00  44288,00     0,00     0,00   0,00   0,00   60,77 3380,91  73,38   273,08  1006,55  14,29 100,00
sda             25,00   45,00   6264,00  41084,00     0,00     0,00   0,00   0,00   62,56 3309,87  31,04   250,56   912,98  14,29 100,00
sda             61,00    9,00  17008,00   4912,00     2,00     9,00   3,17  50,00    7,93 2188,44   0,96   278,82   545,78   5,77  40,40
sda             76,00    0,00  20224,00      0,00     0,00     0,00   0,00   0,00    4,47    0,00   0,34   266,11     0,00   3,16  24,00
sda             72,00    0,00  18864,00      0,00     0,00     0,00   0,00   0,00    4,94    0,00   0,36   262,00     0,00   3,39  24,40
sda             76,00    0,00  20240,00      0,00     0,00     0,00   0,00   0,00    4,11    0,00   0,31   266,32     0,00   2,84  21,60
sda             76,00    0,00  20244,00      0,00     0,00     0,00   0,00   0,00    4,74    0,00   0,36   266,37     0,00   3,47  26,40
sda             60,00    2,00  16556,00     20,00     1,00     3,00   1,64  60,00    4,93   18,00   0,33   275,93    10,00   3,81  23,60
sda             43,00    0,00  11664,00      0,00     0,00     0,00   0,00   0,00    5,49    0,00   0,24   271,26     0,00   3,53  15,20
sda             76,00    2,00  20224,00      8,00     0,00     0,00   0,00   0,00    4,89    0,00   0,37   266,11     4,00   3,28  25,60
sda             76,00    0,00  20248,00      0,00     0,00     0,00   0,00   0,00    5,11    0,00   0,39   266,42     0,00   3,42  26,00
sda             78,00    0,00  20628,00      0,00     0,00     0,00   0,00   0,00    5,08    0,00   0,40   264,46     0,00   3,44  26,80
sda             70,00    2,00  18832,00     32,00     1,00     6,00   1,41  75,00    5,54   28,00   0,44   269,03    16,00   3,83  27,60
sda             77,00    0,00  20548,00      0,00     0,00     0,00   0,00   0,00    4,73    0,00   0,36   266,86     0,00   3,53  27,20
sda             77,00    0,00  20748,00      0,00     0,00     0,00   0,00   0,00    4,68    0,00   0,36   269,45     0,00   3,22  24,80
sda             77,00    0,00  20456,00      0,00     0,00     0,00   0,00   0,00    4,68    0,00   0,36   265,66     0,00   3,17  24,40
sda             74,00    0,00  19516,00      0,00     0,00     0,00   0,00   0,00    4,97    0,00   0,37   263,73     0,00   3,30  24,40
sda             71,00    2,00  19140,00     20,00     1,00     3,00   1,39  60,00    4,79   32,00   0,43   269,58    10,00   4,22  30,80
sda             76,00    0,00  20244,00      0,00     0,00     0,00   0,00   0,00    4,95    0,00   0,35   266,37     0,00   3,11  23,60
sda             73,00    0,00  19548,00      0,00     0,00     0,00   0,00   0,00    5,15    0,00   0,38   267,78     0,00   3,62  26,40
sda             76,00    0,00  20244,00      0,00     0,00     0,00   0,00   0,00    5,26    0,00   0,40   266,37     0,00   3,58  27,20
sda             79,00    0,00  20928,00      0,00     0,00     0,00   0,00   0,00    4,51    0,00   0,36   264,91     0,00   3,19  25,20
sda             72,00    2,00  19552,00     20,00     1,00     3,00   1,37  60,00    5,28   16,00   0,41   271,56    10,00   3,95  29,20
sda             79,00    0,00  20932,00      0,00     0,00     0,00   0,00   0,00    4,25    0,00   0,34   264,96     0,00   3,09  24,40
sda             73,00    1,00  19552,00      4,00     0,00     0,00   0,00   0,00    5,10    0,00   0,37   267,84     4,00   3,35  24,80
sda             44,00   26,00  11248,00  24572,00     0,00     0,00   0,00   0,00   30,91  133,85   4,84   255,64   945,08  10,11  70,80
sda             55,00   25,00  14748,00  17812,00     0,00     5,00   0,00  16,67   13,45  135,68   6,92   268,15   712,48   6,40  51,20
sda             58,00   10,00  15612,00   6948,00     1,00     8,00   1,69  44,44   13,45  382,00   1,81   269,17   694,80   7,35  50,00
sda             46,00   28,00  12372,00  24596,00     0,00     2,00   0,00   6,67   22,43  271,86   8,65   268,96   878,43   9,35  69,20
sda             71,00    0,00  19164,00      0,00     0,00     0,00   0,00   0,00    6,42    0,00   0,46   269,92     0,00   4,23  30,00
sda             23,00   52,00   5652,00  44292,00     0,00     8,00   0,00  13,33   79,83  432,85 119,56   245,74   851,77  12,80  96,00
sda             25,00   42,00   6728,00  40960,00     0,00     2,00   0,00   4,55   58,88 1354,48 145,86   269,12   975,24  14,93 100,00
sda             19,00   48,00   5060,00  47144,00     0,00    11,00   0,00  18,64   66,74 2118,08 145,21   266,32   982,17  14,93 100,00
sda             23,00   44,00   5828,00  45052,00     0,00     1,00   0,00   2,22   67,13 3061,45 143,35   253,39  1023,91  14,99 100,40
sda             26,00   44,00   6592,00  45056,00     0,00     2,00   0,00   4,35   73,54 3198,55 144,72   253,54  1024,00  14,29 100,00
sda             20,00   47,00   5576,00  47872,00     0,00     3,00   0,00   6,00   75,40 3244,34 143,76   278,80  1018,55  14,93 100,00
sda             25,00   40,00   6136,00  40964,00     0,00     1,00   0,00   2,44   65,28 3296,90 147,60   245,44  1024,10  15,38 100,00
sda             48,00   28,00   5912,00  28672,00     1,00     2,00   2,04   6,67   48,33 3250,57 143,20   123,17  1024,00  13,16 100,00
sda             56,00   31,00   7364,00  31996,00     4,00     1,00   6,67   3,12   28,79 3962,58 147,14   131,50  1032,13  11,49 100,00
sda             22,00   43,00   6232,00  43780,00     0,00     1,00   0,00   2,27   67,82 3968,00 145,99   283,27  1018,14  15,38 100,00
sda             24,00   45,00   5832,00  46336,00     0,00     2,00   0,00   4,26   69,50 4003,82 144,32   243,00  1029,69  14,49 100,00
sda             26,00   42,00   7104,00  43008,00     0,00     2,00   0,00   4,55   62,15 3627,90 145,88   273,23  1024,00  14,71 100,00
sda             22,00   41,00   5664,00  41728,00     0,00     1,00   0,00   2,38   70,36 3265,95 136,57   257,45  1017,76  15,87 100,00
sda             21,00   44,00   5532,00  45052,00     0,00     0,00   0,00   0,00   72,95 3444,36 100,89   263,43  1023,91  15,38 100,00
sda             25,00   42,00   6748,00  40964,00     0,00     0,00   0,00   0,00   68,80 3352,67  55,82   269,92   975,33  14,93 100,00
sda             30,00   37,00   8432,00  34892,00     2,00    16,00   6,25  30,19   45,47 3075,46  14,11   281,07   943,03  13,37  89,60
sda             74,00    0,00  19760,00      0,00     0,00     0,00   0,00   0,00    5,08    0,00   0,38   267,03     0,00   3,35  24,80
sda             78,00    0,00  20724,00      0,00     0,00     0,00   0,00   0,00    4,05    0,00   0,32   265,69     0,00   2,72  21,20
sda             74,00    0,00  19752,00      0,00     0,00     0,00   0,00   0,00    4,97    0,00   0,37   266,92     0,00   3,35  24,80
sda             74,00    0,00  19856,00      0,00     0,00     0,00   0,00   0,00    4,81    0,00   0,36   268,32     0,00   3,30  24,40
sda             71,00    2,00  18864,00     24,00     1,00     4,00   1,39  66,67    5,13   18,00   0,40   265,69    12,00   3,67  26,80
sda             77,00    0,00  20604,00      0,00     0,00     0,00   0,00   0,00    4,62    0,00   0,36   267,58     0,00   3,22  24,80
sda             77,00    0,00  20544,00      0,00     0,00     0,00   0,00   0,00    4,47    0,00   0,34   266,81     0,00   3,17  24,40
sda             76,00    0,00  20244,00      0,00     0,00     0,00   0,00   0,00    4,95    0,00   0,38   266,37     0,00   3,47  26,40
sda             76,00    0,00  20232,00      0,00     0,00     0,00   0,00   0,00    4,42    0,00   0,33   266,21     0,00   3,05  23,20
sda             73,00    2,00  19584,00     20,00     1,00     3,00   1,35  60,00    5,10   14,00   0,40   268,27    10,00   3,68  27,60
sda             75,00    0,00  20060,00      0,00     0,00     0,00   0,00   0,00    5,28    0,00   0,41   267,47     0,00   3,73  28,00
sda             77,00    0,00  20420,00      0,00     0,00     0,00   0,00   0,00    4,73    0,00   0,35   265,19     0,00   3,22  24,80
sda             76,00    0,00  20240,00      0,00     0,00     0,00   0,00   0,00    4,63    0,00   0,35   266,32     0,00   3,21  24,40
sda             76,00    0,00  20244,00      0,00     0,00     0,00   0,00   0,00    4,42    0,00   0,34   266,37     0,00   3,16  24,00
sda             74,00    1,00  19804,00     20,00     1,00     3,00   1,33  75,00    4,86    0,00   0,42   267,62    20,00   3,95  29,60
sda             75,00    1,00  20244,00      0,00     0,00     0,00   0,00   0,00    4,59   56,00   0,36   269,92     0,00   3,47  26,40
sda             78,00    0,00  20672,00      0,00     0,00     0,00   0,00   0,00    4,62    0,00   0,34   265,03     0,00   2,97  23,20
sda             74,00    3,00  19808,00    148,00     0,00     1,00   0,00  25,00    4,65    0,00   0,34   267,68    49,33   3,12  24,00
sda             31,00    0,00   7260,00      0,00     0,00     0,00   0,00   0,00    6,32    0,00   0,20   234,19     0,00   4,65  14,40
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    2,00      0,00     40,00     0,00     8,00   0,00  80,00    0,00   20,00   0,04     0,00    20,00  20,00   4,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00   32,00      0,00    152,00     0,00     1,00   0,00   3,03    0,00   41,62   1,33     0,00     4,75   1,50   4,80
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    2,00      0,00     20,00     0,00     3,00   0,00  60,00    0,00   24,00   0,05     0,00    10,00  24,00   4,80
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00   35,00      0,00  34820,00     0,00     2,00   0,00   5,41    0,00  271,77  19,24     0,00   994,86  16,69  58,40
sda              6,00   63,00     24,00  64764,00     0,00     7,00   0,00  10,00  156,67  657,65 135,36     4,00  1028,00  14,49 100,00
sda              7,00   59,00     28,00  58116,00     0,00     3,00   0,00   4,84   43,43 1496,41 138,51     4,00   985,02  15,15 100,00
sda              4,00   68,00     16,00  58748,00     0,00    23,00   0,00  25,27   92,00 1907,65 136,01     4,00   863,94  13,89 100,00
sda              0,00   51,00      0,00  49928,00     0,00     2,00   0,00   3,77    0,00 2289,96 141,44     0,00   978,98  19,61 100,00
sda              0,00   60,00      0,00  61440,00     0,00     0,00   0,00   0,00    0,00 2494,33  96,47     0,00  1024,00  16,67 100,00
sda              0,00   68,00      0,00  67780,00     0,00     0,00   0,00   0,00    0,00 2430,53  35,28     0,00   996,76  14,71 100,00
sda              0,00    1,00      0,00      4,00     0,00     0,00   0,00   0,00    0,00   88,00   0,08     0,00     4,00  84,00   8,40
sda              0,00    2,00      0,00     44,00     0,00     9,00   0,00  81,82    0,00   28,00   0,06     0,00    22,00  28,00   5,60
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    2,00      0,00     16,00     0,00     2,00   0,00  50,00    0,00   18,00   0,04     0,00     8,00  18,00   3,60
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    2,00      0,00     16,00     0,00     2,00   0,00  50,00    0,00   30,00   0,06     0,00     8,00  30,00   6,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    5,00      0,00    160,00     0,00     3,00   0,00  37,50    0,00    7,20   0,04     0,00    32,00   7,20   3,60
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    2,00      0,00     36,00     0,00     7,00   0,00  77,78    0,00   24,00   0,05     0,00    18,00  24,00   4,80
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    2,00      0,00     16,00     0,00     2,00   0,00  50,00    0,00   30,00   0,06     0,00     8,00  30,00   6,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
sda              0,00    0,00      0,00      0,00     0,00     0,00   0,00   0,00    0,00    0,00   0,00     0,00     0,00   0,00   0,00
